,Close,High,Low,Open,Volume
2025-01-02,9.71,10.07,9.6,9.66,1845695.0
2025-01-03,9.31,9.76,9.26,9.7,2327000.0
2025-01-06,9.28,9.46,8.73,9.35,1726000.0
2025-01-07,9.87,10.18,9.19,9.27,3517475.0
2025-01-08,9.96,10.1,9.55,9.8,3167200.0
2025-01-09,9.69,9.96,9.67,9.96,1478200.0
2025-01-10,9.63,9.76,9.6,9.65,1501100.0
2025-01-13,10.23,10.27,9.37,9.64,4502470.0
2025-01-14,10.79,10.85,10.16,10.25,5412100.0
2025-01-15,11.52,11.58,10.72,10.72,7964400.0
2025-01-16,11.46,11.49,11.15,11.41,4903435.0
2025-01-17,10.55,12.03,10.3,11.48,14407177.0
2025-01-20,10.61,10.69,9.46,10.15,10781260.0
2025-01-21,10.51,10.8,10.29,10.35,5316330.0
2025-01-22,10.44,10.6,10.32,10.4,2594997.0
2025-01-23,10.65,11.13,10.49,10.51,3876800.0
2025-01-24,10.55,10.87,10.44,10.7,2801600.0
2025-01-27,10.52,10.78,10.4,10.4,2357264.0
2025-02-05,10.7,10.7,10.41,10.55,2554760.0
2025-02-06,10.71,10.93,10.56,10.65,2747895.0
2025-02-07,10.69,10.8,10.63,10.7,2922033.0
2025-02-10,10.71,10.84,10.66,10.68,2156800.0
2025-02-11,10.55,10.81,10.54,10.73,2046400.0
2025-02-12,10.68,10.68,10.46,10.55,1886400.0
2025-02-13,10.9,11.08,10.65,10.68,3540395.0
2025-02-14,11.1,11.15,10.81,10.86,2979200.0
2025-02-17,11.16,11.46,11.07,11.12,2688000.0
2025-02-18,10.73,11.2,10.66,11.2,3141996.0
2025-02-19,10.81,10.96,10.65,10.65,1962491.0
2025-02-20,10.92,10.93,10.77,10.77,1537291.0
2025-02-21,10.83,10.98,10.79,10.91,1531400.0
2025-02-24,11.13,11.21,10.88,10.95,2695460.0
2025-02-25,10.77,11.1,10.72,11.08,2378900.0
2025-02-26,10.83,10.95,10.75,10.85,1560895.0
