,Close,High,Low,Open,Volume
2025-01-02,6.36,6.65,6.31,6.34,29803048.0
2025-01-03,6.2,6.52,6.17,6.36,15674191.0
2025-01-06,6.51,6.77,6.07,6.14,28284244.0
2025-01-07,6.62,6.71,6.41,6.62,19932804.0
2025-01-08,6.65,6.83,6.44,6.53,26573664.0
2025-01-09,6.34,6.6,6.3,6.56,25434736.0
2025-01-10,6.03,6.31,5.99,6.21,18867052.0
2025-01-13,5.69,5.97,5.65,5.97,24181268.0
2025-01-14,5.7,5.76,5.63,5.74,25791048.0
2025-01-15,5.66,5.83,5.63,5.7,18965100.0
2025-01-16,5.73,6.03,5.64,5.7,20556800.0
2025-01-17,5.64,5.74,5.6,5.74,14483600.0
2025-01-20,5.86,5.97,5.65,5.67,18553736.0
2025-01-21,5.7,5.93,5.6,5.9,17048300.0
2025-01-22,5.24,5.66,5.23,5.66,32584924.0
2025-01-23,5.24,5.43,5.21,5.32,23275238.0
2025-01-24,5.47,5.5,5.18,5.23,18695300.0
2025-01-27,5.55,5.65,5.43,5.5,14224392.0
2025-02-05,5.46,5.6,5.29,5.6,22278464.0
2025-02-06,5.43,5.47,5.35,5.46,18246992.0
2025-02-07,5.54,5.62,5.37,5.43,12676994.0
2025-02-10,5.76,5.77,5.49,5.61,16553366.0
2025-02-11,5.7,5.8,5.64,5.76,11089966.0
2025-02-12,5.8,5.81,5.6,5.69,10762541.0
2025-02-13,5.81,5.88,5.67,5.8,8517303.0
2025-02-14,5.85,5.88,5.7,5.79,9535152.0
2025-02-17,5.66,5.88,5.6,5.8,16371633.0
2025-02-18,5.47,5.67,5.43,5.63,12603999.0
2025-02-19,5.47,5.49,5.37,5.47,15584186.0
2025-02-20,5.5,5.53,5.39,5.48,12019602.0
2025-02-21,5.45,5.51,5.38,5.51,9087361.0
2025-02-24,5.45,5.57,5.41,5.45,11662804.0
2025-02-25,5.41,5.48,5.36,5.41,8796200.0
2025-02-26,5.42,5.45,5.37,5.4,9192871.0
2025-02-27,5.65,5.65,5.41,5.43,15577533.0
2025-02-28,5.7,5.74,5.58,5.61,12930100.0
2025-03-03,5.63,5.83,5.55,5.68,13039432.0
2025-03-04,5.66,5.74,5.55,5.63,9132576.0
2025-03-05,5.68,5.71,5.53,5.63,9505187.0
2025-03-06,5.66,5.77,5.58,5.74,10973237.0
2025-03-07,5.68,5.89,5.62,5.65,11697716.0
2025-03-10,5.79,5.9,5.65,5.69,12420194.0
2025-03-11,5.93,5.93,5.7,5.75,10932705.0
2025-03-12,5.81,5.99,5.73,5.94,11251830.0
2025-03-13,5.76,5.85,5.68,5.81,8882591.0
2025-03-14,6.23,6.27,5.77,5.77,38589888.0
2025-03-17,6.23,6.5,6.21,6.33,21397472.0
2025-03-18,6.29,6.36,6.13,6.23,11208189.0
2025-03-19,6.14,6.32,6.11,6.27,9714275.0
2025-03-20,6.04,6.14,5.97,6.14,10449458.0
2025-03-21,5.96,6.12,5.9,6.03,9649269.0
2025-03-24,5.91,6.01,5.8,5.96,12744097.0
2025-03-25,5.98,6.0,5.82,5.9,10672100.0
2025-03-26,6.05,6.07,5.85,5.96,10113801.0
2025-03-27,6.14,6.16,5.99,6.04,8149174.0
2025-03-28,6.06,6.14,6.03,6.13,8026779.0
2025-03-31,5.93,6.11,5.87,6.01,11305200.0
2025-04-01,6.59,6.59,6.26,6.29,36645756.0
2025-04-02,6.64,6.83,6.55,6.55,54319048.0
2025-04-03,6.73,6.82,6.55,6.72,24639116.0
2025-04-07,6.24,6.53,6.13,6.34,26551200.0
2025-04-08,6.45,6.67,6.33,6.33,30414800.0
2025-04-09,6.57,6.65,6.15,6.44,26589984.0
2025-04-10,6.68,6.77,6.46,6.52,25485572.0
2025-04-11,6.34,6.63,6.31,6.61,19498516.0
2025-04-14,6.34,6.56,6.29,6.41,17584028.0
2025-04-15,6.35,6.42,6.14,6.34,18405924.0
2025-04-16,6.31,6.35,6.15,6.35,15790301.0
2025-04-17,6.31,6.39,6.21,6.26,11666929.0
2025-04-18,6.25,6.37,6.05,6.37,12565500.0
