,Close,High,Low,Open,Volume
2025-01-02,3.52,3.67,3.27,3.27,46573280.0
2025-01-03,3.29,3.58,3.28,3.49,36568196.0
2025-01-06,3.19,3.29,3.09,3.28,25755712.0
2025-01-07,3.27,3.28,3.15,3.15,21996192.0
2025-01-08,3.38,3.38,3.23,3.27,30073154.0
2025-01-09,3.38,3.42,3.32,3.35,17125152.0
2025-01-10,3.22,3.4,3.21,3.37,16222486.0
2025-01-13,3.21,3.23,3.07,3.19,17163692.0
2025-01-14,3.38,3.39,3.24,3.29,21584544.0
2025-01-15,3.45,3.49,3.35,3.37,23095860.0
2025-01-16,3.48,3.57,3.4,3.48,20291280.0
2025-01-17,3.39,3.45,3.38,3.45,14573888.0
2025-01-20,3.39,3.44,3.32,3.43,15257587.0
2025-01-21,3.35,3.43,3.28,3.41,16153594.0
2025-01-22,3.11,3.25,3.09,3.2,34368408.0
2025-01-23,3.11,3.25,3.1,3.15,25317800.0
2025-01-24,3.15,3.18,3.06,3.1,17763204.0
2025-01-27,3.13,3.22,3.12,3.18,14278902.0
2025-02-05,3.17,3.21,3.12,3.15,11926108.0
2025-02-06,3.2,3.2,3.12,3.18,15350244.0
2025-02-07,3.3,3.34,3.21,3.22,21989888.0
2025-02-10,3.44,3.44,3.29,3.33,21837644.0
2025-02-11,3.36,3.48,3.33,3.45,21038516.0
2025-02-12,3.37,3.4,3.32,3.38,16292196.0
2025-02-13,3.4,3.43,3.32,3.36,18793644.0
2025-02-14,3.32,3.4,3.32,3.39,16887498.0
2025-02-17,3.48,3.48,3.31,3.33,30156454.0
2025-02-18,3.31,3.51,3.29,3.5,28788598.0
2025-02-19,3.3,3.32,3.27,3.32,18566792.0
2025-02-20,3.34,3.35,3.28,3.3,18250892.0
2025-02-21,3.31,3.37,3.25,3.34,20210796.0
2025-02-24,3.36,3.42,3.32,3.32,25799252.0
2025-02-25,3.44,3.45,3.31,3.36,33918552.0
2025-02-26,3.5,3.5,3.41,3.45,30621454.0
2025-02-27,3.57,3.6,3.49,3.51,34124896.0
2025-02-28,3.38,3.57,3.38,3.53,33108108.0
2025-03-03,3.38,3.46,3.36,3.44,23335594.0
2025-03-04,3.35,3.38,3.31,3.36,17990698.0
2025-03-05,3.26,3.35,3.2,3.34,25047384.0
2025-03-06,3.3,3.3,3.23,3.27,17623310.0
2025-03-07,3.25,3.3,3.23,3.3,15792718.0
2025-03-10,3.26,3.32,3.23,3.25,16556127.0
2025-03-11,3.29,3.29,3.18,3.22,14919017.0
2025-03-12,3.34,3.35,3.28,3.28,18612600.0
2025-03-13,3.28,3.34,3.23,3.34,16546593.0
2025-03-14,3.61,3.61,3.4,3.4,38527648.0
2025-03-17,3.97,3.97,3.97,3.97,13529060.0
2025-03-18,3.99,4.36,3.84,3.96,159507680.0
2025-03-19,3.83,3.95,3.72,3.8,92783544.0
2025-03-20,3.86,4.1,3.8,3.81,81078688.0
2025-03-21,3.65,3.83,3.64,3.76,64983672.0
2025-03-24,3.49,3.67,3.43,3.67,47313560.0
2025-03-25,3.71,3.75,3.4,3.5,76154104.0
2025-03-26,3.62,3.7,3.58,3.61,47750984.0
2025-03-27,3.98,3.98,3.63,3.69,44012376.0
2025-03-28,3.8,4.14,3.73,3.95,98084840.0
2025-03-31,3.84,3.86,3.66,3.75,64375572.0
2025-04-01,3.46,3.46,3.46,3.46,8210500.0
2025-04-02,3.11,3.11,3.11,3.11,8197100.0
2025-04-03,3.11,3.23,3.02,3.02,107210824.0
2025-04-07,2.8,2.94,2.8,2.88,29972270.0
2025-04-08,2.88,2.93,2.76,2.76,73765568.0
2025-04-09,2.95,3.06,2.59,2.82,70483928.0
2025-04-10,3.1,3.18,2.93,2.93,65848136.0
2025-04-11,3.14,3.19,3.05,3.1,49163344.0
2025-04-14,3.2,3.25,3.12,3.16,40820472.0
2025-04-15,3.16,3.26,3.14,3.18,37167020.0
2025-04-16,3.1,3.17,3.01,3.13,34565960.0
2025-04-17,3.13,3.18,3.02,3.07,27226288.0
2025-04-18,3.44,3.44,3.44,3.44,19017788.0
2025-04-21,3.27,3.39,3.2,3.37,80973576.0
2025-04-22,3.23,3.35,3.19,3.24,54760972.0
2025-04-23,3.08,3.3,3.07,3.2,54459392.0
2025-04-24,3.03,3.09,3.0,3.08,39688784.0
2025-04-25,3.33,3.33,3.06,3.06,73081056.0
2025-04-28,3.09,3.27,3.0,3.27,86189344.0
2025-04-29,3.03,3.06,2.95,3.06,30182556.0
2025-04-30,3.06,3.29,3.06,3.15,51426704.0
2025-05-06,3.2,3.24,3.11,3.11,44082064.0
2025-05-07,3.24,3.32,3.2,3.25,48546392.0
2025-05-08,3.3,3.34,3.21,3.24,42682972.0
2025-05-09,3.3,3.35,3.22,3.3,40799208.0
2025-05-12,3.31,3.31,3.24,3.29,31085352.0
2025-05-13,3.31,3.38,3.29,3.32,30949288.0
2025-05-14,3.38,3.38,3.26,3.3,33155592.0
2025-05-15,3.4,3.46,3.34,3.35,42826092.0
2025-05-16,3.42,3.43,3.36,3.41,26587794.0
2025-05-19,3.53,3.54,3.4,3.44,32458196.0
2025-05-20,3.63,3.66,3.52,3.52,42477048.0
2025-05-21,3.57,3.66,3.54,3.63,28666192.0
2025-05-22,3.5,3.64,3.48,3.55,26585204.0
2025-05-23,3.4,3.58,3.4,3.48,31735698.0
2025-05-26,3.55,3.55,3.37,3.4,33511500.0
