,Close,High,Low,Open,Volume
2025-01-02,3.59,3.72,3.54,3.64,10275928.0
2025-01-03,3.46,3.67,3.45,3.59,12462600.0
2025-01-06,3.44,3.48,3.29,3.43,9728400.0
2025-01-07,3.54,3.54,3.4,3.45,8426300.0
2025-01-08,3.5,3.56,3.39,3.53,9545000.0
2025-01-09,3.51,3.54,3.45,3.49,6897002.0
2025-01-10,3.35,3.52,3.35,3.51,7533618.0
2025-01-13,3.42,3.44,3.25,3.33,7928102.0
2025-01-14,3.57,3.58,3.42,3.43,9214100.0
2025-01-15,3.56,3.62,3.5,3.57,7692216.0
2025-01-16,3.59,3.66,3.54,3.6,6852900.0
2025-01-17,3.54,3.59,3.52,3.56,5153000.0
2025-01-20,3.58,3.6,3.46,3.56,8812929.0
2025-01-21,3.61,3.74,3.56,3.58,13720200.0
2025-01-22,3.5,3.59,3.48,3.58,8382100.0
2025-01-23,3.48,3.61,3.47,3.53,8110599.0
2025-01-24,3.52,3.54,3.44,3.48,7127100.0
2025-01-27,3.53,3.62,3.5,3.51,7786200.0
2025-02-05,3.64,3.66,3.53,3.53,10948402.0
2025-02-06,3.66,3.66,3.56,3.64,11204302.0
2025-02-07,3.73,3.76,3.64,3.66,9774202.0
2025-02-10,3.82,3.82,3.72,3.72,11021400.0
2025-02-11,3.77,3.87,3.72,3.86,8739700.0
2025-02-12,3.78,3.81,3.73,3.77,8495100.0
2025-02-13,3.74,3.8,3.74,3.77,6391602.0
2025-02-14,4.11,4.11,3.75,3.77,20889772.0
2025-02-17,4.52,4.52,4.32,4.48,66883264.0
2025-02-18,4.18,4.55,4.08,4.53,72291800.0
2025-02-19,4.15,4.19,4.02,4.18,41540100.0
2025-02-20,4.57,4.57,4.1,4.16,31232448.0
2025-02-21,4.57,4.79,4.48,4.66,81114064.0
2025-02-24,4.42,4.5,4.35,4.48,40962000.0
2025-02-25,4.35,4.6,4.31,4.36,40687500.0
2025-02-26,4.35,4.4,4.25,4.39,31004280.0
2025-02-27,4.28,4.35,4.21,4.34,24163400.0
2025-02-28,4.17,4.34,4.15,4.28,22429600.0
2025-03-03,4.17,4.29,4.13,4.15,20468804.0
2025-03-04,4.22,4.26,4.13,4.15,16475200.0
2025-03-05,4.23,4.25,4.15,4.24,16649005.0
2025-03-06,4.28,4.28,4.19,4.23,19056700.0
2025-03-07,4.17,4.29,4.15,4.23,17952400.0
2025-03-10,4.59,4.59,4.4,4.43,36193980.0
2025-03-11,4.42,4.51,4.38,4.51,52591816.0
2025-03-12,4.44,4.53,4.39,4.49,27149832.0
2025-03-13,4.43,4.46,4.33,4.41,22796158.0
2025-03-14,4.45,4.45,4.35,4.43,18697432.0
2025-03-17,4.4,4.48,4.38,4.44,16349000.0
2025-03-18,4.38,4.42,4.35,4.42,11571200.0
2025-03-19,4.34,4.43,4.3,4.35,13175200.0
2025-03-20,4.3,4.34,4.29,4.33,9805713.0
2025-03-21,4.24,4.33,4.21,4.3,11650600.0
2025-03-24,4.09,4.24,4.01,4.23,13966100.0
2025-03-25,4.05,4.09,4.0,4.09,9755000.0
2025-03-26,4.11,4.14,4.03,4.06,9378804.0
2025-03-27,4.11,4.13,4.03,4.07,8725001.0
2025-03-28,4.03,4.13,4.02,4.12,7540900.0
2025-03-31,3.94,4.03,3.86,4.0,9628200.0
2025-04-01,4.06,4.14,3.95,3.96,11208140.0
2025-04-02,4.04,4.07,4.0,4.05,6996700.0
2025-04-03,4.08,4.1,3.98,3.98,8761300.0
2025-04-07,3.67,3.91,3.67,3.91,10367100.0
2025-04-08,3.53,3.67,3.43,3.5,15261600.0
2025-04-09,3.6,3.63,3.23,3.47,13753700.0
2025-04-10,3.71,3.78,3.65,3.68,12149807.0
2025-04-11,3.7,3.78,3.67,3.67,9213900.0
2025-04-14,3.82,3.86,3.72,3.72,10028200.0
2025-04-15,3.86,3.87,3.77,3.81,9296700.0
2025-04-16,3.93,4.22,3.75,3.8,30904804.0
2025-04-17,3.82,3.86,3.7,3.8,20277300.0
2025-04-18,3.8,3.91,3.73,3.83,14794900.0
2025-04-21,3.8,3.83,3.74,3.77,10105100.0
2025-04-22,3.77,3.82,3.75,3.8,7543600.0
2025-04-23,3.68,3.82,3.68,3.78,9912800.0
2025-04-24,3.79,4.05,3.74,3.74,25897032.0
2025-04-25,3.84,3.91,3.77,3.8,21729808.0
2025-04-28,3.88,3.91,3.71,3.83,18085104.0
2025-04-29,3.95,3.96,3.83,3.89,16971734.0
2025-04-30,3.97,4.02,3.92,3.92,13768401.0
2025-05-06,4.0,4.1,3.97,4.05,12184000.0
2025-05-07,4.06,4.09,4.0,4.05,15374612.0
2025-05-08,4.09,4.11,4.03,4.05,11083800.0
2025-05-09,4.05,4.1,4.02,4.09,9365200.0
2025-05-12,4.07,4.09,4.01,4.08,8979350.0
2025-05-13,4.1,4.12,4.06,4.09,8287880.0
2025-05-14,4.09,4.12,4.05,4.08,8452400.0
2025-05-15,4.1,4.11,4.03,4.05,8365101.0
2025-05-16,4.13,4.14,4.07,4.08,8691300.0
2025-05-19,4.15,4.18,4.09,4.14,8552400.0
2025-05-20,4.24,4.26,4.15,4.16,11448233.0
2025-05-21,4.25,4.26,4.19,4.25,9665200.0
2025-05-22,4.15,4.32,4.14,4.3,9654800.0
2025-05-23,4.14,4.23,4.11,4.14,12460800.0
2025-05-26,4.13,4.18,4.08,4.12,7723980.0
2025-05-27,4.21,4.22,4.11,4.13,13066780.0
2025-05-28,4.16,4.25,4.14,4.21,9567000.0
2025-05-29,4.25,4.25,4.13,4.14,11107300.0
2025-05-30,4.23,4.42,4.21,4.25,17728444.0
2025-06-03,4.25,4.3,4.2,4.2,11117700.0
2025-06-04,4.3,4.32,4.24,4.28,9974200.0
2025-06-05,4.29,4.35,4.23,4.31,11351500.0
2025-06-06,4.33,4.33,4.26,4.28,9913589.0
2025-06-09,4.38,4.4,4.33,4.34,9282400.0
2025-06-10,4.38,4.44,4.31,4.38,14882900.0
2025-06-11,4.34,4.41,4.33,4.39,8519500.0
2025-06-12,4.35,4.38,4.29,4.34,9423300.0
2025-06-13,4.25,4.35,4.23,4.32,11157704.0
2025-06-16,4.29,4.35,4.21,4.25,10857403.0
2025-06-17,4.3,4.39,4.26,4.33,10882407.0
2025-06-18,4.22,4.31,4.21,4.27,7883500.0
2025-06-19,4.19,4.26,4.13,4.23,16956108.0
2025-06-20,4.1,4.16,4.08,4.15,9514320.0
2025-06-23,4.25,4.27,4.07,4.07,14124700.0
2025-06-24,4.34,4.35,4.22,4.24,10325401.0
2025-06-25,4.34,4.41,4.31,4.4,8966000.0
2025-06-26,4.36,4.4,4.33,4.33,7064289.0
2025-06-27,4.47,4.8,4.36,4.37,32108664.0
2025-06-30,4.5,4.5,4.37,4.45,31382536.0
2025-07-01,4.48,4.54,4.44,4.5,23861658.0
2025-07-02,4.44,4.51,4.41,4.49,14671724.0
2025-07-03,4.46,4.48,4.43,4.45,12697585.0
2025-07-04,4.43,4.51,4.41,4.48,10396700.0
2025-07-07,4.47,4.49,4.4,4.4,9564571.0
2025-07-08,4.54,4.55,4.44,4.48,14393100.0
2025-07-09,4.56,4.6,4.53,4.56,12076400.0
2025-07-10,4.59,4.61,4.54,4.58,7983900.0
2025-07-11,4.6,4.61,4.52,4.58,8945800.0
2025-07-14,4.65,4.67,4.56,4.6,12743500.0
2025-07-15,4.56,4.66,4.46,4.62,15443900.0
2025-07-16,4.66,4.75,4.55,4.58,15511300.0
2025-07-17,4.71,4.75,4.67,4.71,14634804.0
2025-07-18,4.67,4.74,4.6,4.72,10926420.0
2025-07-21,4.75,4.75,4.64,4.69,14763600.0
2025-07-22,4.69,4.78,4.65,4.76,10402800.0
2025-07-23,4.72,4.94,4.65,4.68,29263000.0
2025-07-24,4.74,4.8,4.63,4.65,21797200.0
2025-07-25,4.71,4.77,4.69,4.74,13818900.0
2025-07-28,4.72,4.77,4.69,4.71,10139701.0
2025-07-29,4.74,4.76,4.67,4.74,12779400.0
2025-07-30,4.78,4.78,4.71,4.74,13791854.0
2025-07-31,4.66,4.79,4.6,4.77,14479800.0
2025-08-01,4.74,4.77,4.66,4.68,13575900.0
2025-08-04,4.77,4.78,4.66,4.73,12245057.0
2025-08-05,4.77,4.8,4.72,4.78,10885000.0
2025-08-06,4.67,4.82,4.66,4.78,13930400.0
2025-08-07,4.65,4.76,4.63,4.67,14434190.0
2025-08-08,4.76,4.8,4.61,4.65,21384490.0
2025-08-11,4.82,4.85,4.74,4.75,20436602.0
2025-08-12,4.79,4.89,4.76,4.83,13516519.0
2025-08-13,4.75,4.85,4.7,4.81,13289500.0
2025-08-14,4.6,4.8,4.58,4.8,15790350.0
2025-08-15,4.6,4.68,4.58,4.58,11898850.0
2025-08-18,4.58,4.72,4.56,4.63,17937700.0
2025-08-19,4.66,4.69,4.57,4.58,13810600.0
2025-08-20,4.7,4.7,4.62,4.64,10591900.0
2025-08-21,4.78,4.79,4.7,4.7,14845000.0
2025-08-22,4.68,4.79,4.59,4.78,24337100.0
2025-08-25,4.61,4.7,4.59,4.68,22184500.0
2025-08-26,4.63,4.68,4.54,4.59,17805824.0
2025-08-27,4.37,4.66,4.37,4.64,24746708.0
2025-08-28,4.31,4.46,4.16,4.37,23847400.0
2025-08-29,4.26,4.33,4.23,4.32,15367300.0
2025-09-01,4.39,4.46,4.25,4.25,24559700.0
2025-09-02,4.35,4.4,4.3,4.37,17692700.0
2025-09-03,4.25,4.41,4.22,4.35,12818302.0
2025-09-04,4.33,4.37,4.24,4.26,16386899.0
2025-09-05,4.31,4.33,4.21,4.3,14591950.0
2025-09-08,4.42,4.42,4.33,4.33,16754200.0
2025-09-09,4.38,4.46,4.34,4.46,11060701.0
2025-09-10,4.39,4.41,4.36,4.39,8451204.0
2025-09-11,4.42,4.42,4.3,4.4,11458700.0
2025-09-12,4.37,4.44,4.36,4.41,8379356.0
2025-09-15,4.35,4.38,4.3,4.34,8146705.0
2025-09-16,4.41,4.43,4.34,4.36,12951301.0
2025-09-17,4.4,4.43,4.36,4.41,9052452.0
2025-09-18,4.27,4.41,4.2,4.39,12044925.0
2025-09-19,4.18,4.29,4.13,4.28,11919049.0
2025-09-22,4.12,4.2,4.09,4.18,11376652.0
2025-09-23,4.05,4.14,3.89,4.12,18565500.0
2025-09-24,4.23,4.25,4.0,4.04,18919512.0
2025-09-25,4.27,4.34,4.14,4.23,15817728.0
2025-09-26,4.3,4.34,4.18,4.26,11777200.0
2025-09-29,4.29,4.31,4.18,4.28,9950700.0
2025-09-30,4.27,4.32,4.26,4.3,6568500.0
2025-10-09,4.31,4.31,4.22,4.27,7971666.0
2025-10-10,4.3,4.37,4.26,4.27,11666700.0
2025-10-13,4.27,4.31,4.13,4.2,12136613.0
2025-10-14,4.27,4.33,4.25,4.3,9837867.0
2025-10-15,4.36,4.45,4.25,4.27,14481139.0
2025-10-16,4.32,4.4,4.27,4.35,10789000.0
2025-10-17,4.25,4.36,4.24,4.32,10402339.0
2025-10-20,4.4,4.41,4.28,4.3,13614300.0
2025-10-21,4.55,4.55,4.37,4.4,13438800.0
2025-10-22,4.56,4.59,4.48,4.53,11521900.0
2025-10-23,4.56,4.58,4.48,4.56,9427300.0
2025-10-24,4.53,4.62,4.5,4.57,10291800.0
2025-10-27,4.49,4.56,4.44,4.54,11789400.0
2025-10-28,4.51,4.54,4.46,4.48,8107190.0
2025-10-29,4.44,4.52,4.36,4.52,9074600.0
2025-10-30,4.45,4.5,4.4,4.45,8154900.0
2025-10-31,4.53,4.54,4.44,4.48,9755100.0
2025-11-03,4.6,4.61,4.53,4.57,9949790.0
2025-11-04,4.64,4.65,4.56,4.6,12388100.0
2025-11-05,4.66,4.69,4.58,4.6,9105500.0
2025-11-06,4.66,4.69,4.6,4.67,7722400.0
2025-11-07,4.67,4.68,4.61,4.67,8474200.0
2025-11-10,4.67,4.7,4.64,4.67,10079002.0
2025-11-11,4.73,4.75,4.65,4.71,9073600.0
2025-11-12,4.76,4.79,4.71,4.72,10703102.0
2025-11-13,4.78,4.78,4.68,4.76,8402400.0
2025-11-14,4.86,4.9,4.76,4.76,12830100.0
2025-11-17,4.88,4.92,4.82,4.87,9748200.0
2025-11-18,4.81,4.93,4.77,4.89,10673700.0
2025-11-19,4.69,4.84,4.63,4.81,12010200.0
