date,close,high,low,volume
2014-01-23,2042.18,2052.53,2039.05,84210584.0
2014-01-24,2054.39,2060.99,2034.45,92947920.0
2014-01-27,2033.3,2044.85,2029.63,88815424.0
2014-01-28,2038.51,2047.13,2026.99,72529040.0
2014-01-29,2049.91,2051.58,2039.77,73865464.0
2014-01-30,2033.08,2045.93,2031.47,62615184.0
2014-02-07,2044.5,2044.73,2014.7,73598752.0
2014-02-10,2086.07,2087.97,2049.98,124331832.0
2014-02-11,2103.67,2111.06,2082.52,142211328.0
2014-02-12,2109.96,2110.9,2096.51,126333184.0
2014-02-13,2098.4,2122.83,2096.97,146532640.0
2014-02-14,2115.85,2116.19,2095.09,111517952.0
2014-02-17,2135.41,2136.45,2117.69,140244448.0
2014-02-18,2119.07,2134.14,2113.13,142869312.0
2014-02-19,2142.55,2152.96,2111.17,151261248.0
2014-02-20,2138.78,2177.98,2136.48,157052272.0
2014-02-21,2113.69,2132.7,2098.33,117662648.0
2014-02-24,2076.69,2099.72,2058.79,123555312.0
2014-02-25,2034.22,2087.62,2026.54,140132976.0
2014-02-26,2041.25,2041.63,2014.38,110112688.0
2014-02-27,2047.35,2068.31,2036.39,132163856.0
2014-02-28,2056.3,2058.49,2020.93,111637904.0
2014-03-03,2075.23,2078.33,2047.07,127460888.0
2014-03-04,2071.47,2074.02,2050.13,115925792.0
2014-03-05,2053.08,2074.81,2050.18,107733080.0
2014-03-06,2059.58,2065.79,2030.95,109290136.0
2014-03-07,2057.91,2079.49,2050.47,103709536.0
2014-03-10,1999.06,2042.63,1995.55,115696664.0
2014-03-11,2001.16,2008.07,1985.6,92705264.0
2014-03-12,1997.69,2011.06,1974.38,101361720.0
2014-03-13,2019.11,2029.12,1996.53,100978112.0
2014-03-14,2004.34,2017.91,1990.98,87775112.0
2014-03-17,2023.67,2024.37,1999.25,86250376.0
2014-03-18,2025.2,2034.92,2020.41,96777192.0
2014-03-19,2021.73,2022.18,2002.44,95180800.0
2014-03-20,1993.48,2030.85,1993.0,110333048.0
2014-03-21,2047.62,2052.47,1986.07,144477664.0
2014-03-24,2066.28,2074.06,2043.33,147700080.0
2014-03-25,2067.31,2079.55,2057.49,131822232.0
2014-03-26,2063.67,2074.57,2057.65,102611120.0
2014-03-27,2046.59,2073.98,2042.71,119149376.0
2014-03-28,2041.71,2060.13,2035.24,121681968.0
2014-03-31,2033.31,2048.13,2024.19,94356536.0
2014-04-01,2047.46,2050.68,2028.1,83286576.0
2014-04-02,2058.99,2060.78,2046.74,102658528.0
2014-04-03,2043.7,2066.01,2037.45,108618424.0
2014-04-04,2058.83,2060.1,2035.22,83189056.0
2014-04-08,2098.28,2102.45,2052.9,133370984.0
2014-04-09,2105.24,2108.75,2095.64,105340472.0
2014-04-10,2134.3,2146.67,2098.08,156789616.0
2014-04-11,2130.54,2138.65,2120.18,131768360.0
2014-04-14,2131.54,2134.43,2116.61,102077856.0
2014-04-15,2101.6,2125.9,2098.15,107531152.0
2014-04-16,2105.12,2112.05,2092.16,89361656.0
2014-04-17,2098.88,2110.72,2095.71,89896328.0
2014-04-18,2097.75,2099.64,2081.19,88155696.0
2014-04-21,2065.83,2103.08,2065.23,96378368.0
2014-04-22,2072.83,2073.66,2047.33,98719880.0
2014-04-23,2067.38,2076.35,2059.11,78531520.0
2014-04-24,2057.03,2075.76,2056.19,78185952.0
2014-04-25,2036.52,2065.64,2035.57,93042336.0
2014-04-28,2003.49,2035.99,2000.14,89795264.0
2014-04-29,2020.34,2021.68,1997.64,76221272.0
2014-04-30,2026.36,2029.54,2016.58,74528576.0
2014-05-05,2027.35,2028.96,2007.35,79933392.0
2014-05-06,2028.04,2038.7,2021.49,74609408.0
2014-05-07,2010.08,2024.63,2008.45,74360192.0
2014-05-08,2015.27,2036.94,2005.69,77865392.0
2014-05-09,2011.13,2020.45,2001.3,76224240.0
2014-05-12,2052.87,2055.51,2016.64,115742080.0
2014-05-13,2050.73,2061.06,2043.55,97223392.0
2014-05-14,2047.91,2056.57,2042.74,72011128.0
2014-05-15,2024.97,2047.32,2022.86,75845152.0
2014-05-16,2026.5,2027.76,2012.69,66353660.0
2014-05-19,2005.18,2023.27,1996.01,65329440.0
2014-05-20,2008.12,2018.16,2002.76,61345384.0
2014-05-21,2024.95,2025.19,1991.06,61811548.0
2014-05-22,2021.29,2041.96,2018.88,74728472.0
2014-05-23,2034.57,2034.57,2017.74,63488064.0
2014-05-26,2041.48,2045.38,2035.09,70281216.0
2014-05-27,2034.57,2044.15,2032.84,67577888.0
2014-05-28,2050.23,2052.66,2029.34,81338640.0
2014-05-29,2040.6,2057.08,2039.24,81242920.0
2014-05-30,2039.21,2046.96,2031.37,75148896.0
2014-06-03,2038.31,2049.58,2037.3,71584128.0
2014-06-04,2024.83,2038.48,2012.91,72412768.0
2014-06-05,2040.88,2041.7,2016.17,67949536.0
2014-06-06,2029.96,2041.57,2022.16,66021744.0
2014-06-09,2030.5,2045.26,2023.2,64788316.0
2014-06-10,2052.53,2052.77,2026.39,79623720.0
2014-06-11,2054.95,2056.63,2045.41,74444352.0
2014-06-12,2051.71,2057.1,2045.96,81711184.0
2014-06-13,2070.71,2073.6,2048.62,97174808.0
2014-06-16,2085.98,2087.32,2069.44,95939768.0
2014-06-17,2066.7,2080.48,2064.67,87800480.0
2014-06-18,2055.52,2066.91,2051.75,87245352.0
2014-06-19,2023.73,2059.25,2017.65,92914272.0
2014-06-20,2026.67,2027.15,2010.53,67167248.0
2014-06-23,2024.37,2033.32,2022.92,70485160.0
2014-06-24,2033.93,2034.71,2021.75,71214632.0
2014-06-25,2025.5,2030.62,2018.36,67539608.0
2014-06-26,2038.68,2040.75,2025.31,80955776.0
2014-06-27,2036.51,2043.98,2025.07,97592016.0
2014-06-30,2048.33,2052.34,2038.53,96666600.0
2014-07-01,2050.38,2052.63,2041.94,98457408.0
2014-07-02,2059.42,2060.6,2044.04,109553912.0
2014-07-03,2063.23,2066.64,2048.08,122926584.0
2014-07-04,2059.37,2065.08,2054.22,105008792.0
2014-07-07,2059.93,2064.04,2050.89,97168752.0
2014-07-08,2064.02,2064.43,2047.2,95053392.0
2014-07-09,2038.61,2062.47,2037.6,113305840.0
2014-07-10,2038.34,2045.53,2034.96,97943816.0
2014-07-11,2046.96,2051.74,2033.0,105088080.0
2014-07-14,2066.65,2067.34,2044.9,115119744.0
2014-07-15,2070.36,2070.36,2059.68,124488768.0
2014-07-16,2067.28,2075.49,2061.57,137128016.0
2014-07-17,2055.59,2062.89,2046.19,104491808.0
2014-07-18,2059.07,2067.23,2046.0,106641096.0
2014-07-21,2054.48,2061.82,2049.18,93857872.0
2014-07-22,2075.48,2078.08,2049.81,123191872.0
2014-07-23,2078.49,2088.19,2072.23,137292208.0
2014-07-24,2105.06,2107.95,2079.63,165676992.0
2014-07-25,2126.61,2127.22,2106.71,142495824.0
2014-07-28,2177.95,2181.5,2135.25,236185760.0
2014-07-29,2183.19,2193.52,2172.1,200264256.0
2014-07-30,2181.24,2194.57,2177.24,184922192.0
2014-07-31,2201.56,2202.13,2173.9,164691648.0
2014-08-01,2185.3,2218.79,2184.64,191475040.0
2014-08-04,2223.33,2224.07,2186.92,174097408.0
2014-08-05,2219.95,2226.84,2206.85,175386992.0
2014-08-06,2217.46,2223.89,2192.99,177711712.0
2014-08-07,2187.67,2220.57,2185.76,175233280.0
2014-08-08,2194.42,2199.58,2180.6,135181440.0
2014-08-11,2224.65,2225.96,2198.31,150583424.0
2014-08-12,2221.6,2222.98,2210.0,154799040.0
2014-08-13,2222.88,2230.99,2202.44,178062800.0
2014-08-14,2206.47,2230.89,2204.38,170149120.0
2014-08-15,2226.73,2230.87,2203.24,149978688.0
2014-08-18,2239.47,2242.04,2228.13,163928624.0
2014-08-19,2245.33,2246.02,2227.92,177744592.0
2014-08-20,2240.21,2248.94,2233.89,167658384.0
2014-08-21,2230.46,2240.08,2211.63,165733504.0
2014-08-22,2240.81,2243.3,2225.27,160111680.0
2014-08-25,2229.27,2241.55,2222.01,162119584.0
2014-08-26,2207.11,2232.78,2200.62,163507424.0
2014-08-27,2209.47,2216.67,2204.05,120885888.0
2014-08-28,2195.82,2219.47,2194.86,124229016.0
2014-08-29,2217.2,2218.7,2193.26,105202496.0
2014-09-01,2235.51,2236.29,2217.68,129166584.0
2014-09-02,2266.05,2267.51,2234.38,192124864.0
2014-09-03,2288.63,2290.55,2268.1,212478992.0
2014-09-04,2306.86,2307.7,2283.28,199489984.0
2014-09-05,2326.43,2327.56,2307.45,213181920.0
2014-09-09,2326.53,2331.92,2315.89,196990320.0
2014-09-10,2318.31,2321.91,2306.42,189828992.0
2014-09-11,2311.68,2343.59,2304.6,222221792.0
2014-09-12,2331.95,2331.95,2302.77,193471536.0
2014-09-15,2339.14,2340.45,2321.59,215112416.0
2014-09-16,2296.56,2347.94,2293.87,302694112.0
2014-09-17,2307.89,2309.05,2282.79,210842448.0
2014-09-18,2315.93,2319.88,2297.93,189089040.0
2014-09-19,2329.45,2331.56,2305.52,174648480.0
2014-09-22,2289.87,2323.55,2284.38,175842352.0
2014-09-23,2309.72,2311.53,2289.02,156855168.0
2014-09-24,2343.57,2345.75,2297.88,222525728.0
2014-09-25,2345.1,2365.15,2336.81,225688320.0
2014-09-26,2347.72,2350.11,2329.96,174748288.0
2014-09-29,2357.71,2363.06,2346.58,200111024.0
2014-09-30,2363.87,2365.49,2354.27,193918688.0
2014-10-08,2382.79,2382.79,2354.29,204397328.0
2014-10-09,2389.37,2391.35,2367.11,235920016.0
2014-10-10,2374.54,2386.28,2365.07,224671120.0
2014-10-13,2366.01,2366.86,2341.12,200899312.0
2014-10-14,2359.47,2380.52,2349.19,196831424.0
2014-10-15,2373.67,2374.81,2344.37,202804912.0
2014-10-16,2356.5,2389.67,2353.41,248201168.0
2014-10-17,2341.18,2360.6,2312.83,212300960.0
2014-10-20,2356.73,2357.51,2340.46,160022304.0
2014-10-21,2339.66,2361.65,2337.55,168828288.0
2014-10-22,2326.55,2352.12,2324.59,152698432.0
2014-10-23,2302.42,2329.93,2297.33,162636304.0
2014-10-24,2302.28,2314.87,2296.66,132225280.0
2014-10-27,2290.44,2293.64,2279.84,130261568.0
2014-10-28,2337.87,2338.28,2294.01,178590352.0
2014-10-29,2373.03,2381.64,2339.71,265588688.0
2014-10-30,2391.08,2397.26,2365.92,294645952.0
2014-10-31,2420.18,2423.6,2384.48,325763520.0
2014-11-03,2430.03,2436.79,2418.17,298821248.0
2014-11-04,2430.68,2435.22,2417.22,309013024.0
2014-11-05,2419.25,2434.36,2415.5,263606656.0
2014-11-06,2425.86,2426.89,2401.75,222005088.0
2014-11-07,2418.17,2454.42,2407.44,291172256.0
2014-11-10,2473.67,2474.16,2428.19,300628192.0
2014-11-11,2469.67,2508.62,2445.96,411904064.0
2014-11-12,2494.48,2494.92,2444.81,252933856.0
2014-11-13,2485.61,2507.74,2471.41,295037056.0
2014-11-14,2478.82,2481.02,2457.05,220607616.0
2014-11-17,2474.01,2508.77,2472.45,215687808.0
2014-11-18,2456.37,2477.05,2449.81,201062576.0
2014-11-19,2450.99,2461.49,2442.71,186235776.0
2014-11-20,2452.66,2458.32,2437.48,165495216.0
2014-11-21,2486.79,2488.2,2446.65,212239776.0
2014-11-24,2532.88,2546.75,2495.52,363485824.0
2014-11-25,2567.6,2568.38,2527.08,314315584.0
2014-11-26,2604.35,2605.07,2570.4,337127264.0
2014-11-27,2630.49,2631.4,2599.11,364075712.0
2014-11-28,2682.83,2683.18,2622.06,465880032.0
2014-12-01,2680.16,2720.74,2668.84,446791744.0
2014-12-02,2763.54,2777.37,2665.69,437733376.0
2014-12-03,2779.53,2824.18,2733.87,562120256.0
2014-12-04,2899.46,2900.51,2772.43,532687712.0
2014-12-05,2937.65,2978.03,2813.05,640500288.0
2014-12-08,3020.26,3041.66,2879.85,587570880.0
2014-12-09,2856.27,3091.32,2834.59,771998400.0
2014-12-10,2940.01,2946.71,2807.68,512886912.0
2014-12-11,2925.74,2965.67,2892.61,482632736.0
2014-12-12,2938.17,2962.51,2914.96,409480800.0
2014-12-15,2953.42,2960.23,2890.9,400371680.0
2014-12-16,3021.52,3021.9,2943.91,453842720.0
2014-12-17,3061.02,3076.6,2993.33,542503168.0
2014-12-18,3057.52,3089.79,3030.32,435904960.0
2014-12-19,3108.6,3117.53,3018.42,521073504.0
2014-12-22,3127.44,3189.87,3090.51,679371904.0
2014-12-23,3032.61,3136.84,3025.67,437762400.0
2014-12-24,2972.53,3050.51,2934.91,376805248.0
2014-12-25,3072.54,3073.35,2969.87,376947776.0
2014-12-26,3157.6,3164.16,3064.18,460700928.0
2014-12-29,3168.02,3223.86,3126.94,510111424.0
2014-12-30,3165.81,3190.3,3130.35,397725312.0
2014-12-31,3234.68,3239.36,3157.26,405998528.0
2015-01-05,3350.52,3369.28,3253.88,531352384.0
2015-01-06,3351.45,3394.22,3303.18,501661696.0
2015-01-07,3373.95,3374.9,3312.21,391918880.0
2015-01-08,3293.46,3381.57,3285.1,371131168.0
2015-01-09,3285.41,3404.83,3267.51,410240864.0
2015-01-12,3229.32,3275.19,3191.58,322064672.0
2015-01-13,3235.3,3259.39,3214.41,230725760.0
2015-01-14,3222.44,3268.48,3193.98,240190752.0
2015-01-15,3336.45,3337.08,3207.55,282546240.0
2015-01-16,3376.5,3400.32,3340.49,339876768.0
2015-01-19,3116.35,3262.21,3095.07,401098784.0
2015-01-20,3173.05,3190.25,3100.48,357080800.0
2015-01-21,3323.61,3337.0,3178.34,410956032.0
2015-01-22,3343.34,3352.38,3293.98,353382976.0
2015-01-23,3351.76,3406.79,3328.29,366249248.0
2015-01-26,3383.18,3384.8,3321.31,317540992.0
2015-01-27,3352.96,3390.22,3290.22,374517536.0
2015-01-28,3305.74,3354.8,3294.65,301927104.0
2015-01-29,3262.3,3286.79,3234.24,274658624.0
2015-01-30,3210.36,3288.5,3210.31,258312544.0
2015-02-02,3128.3,3175.13,3122.57,250861632.0
2015-02-03,3204.91,3207.94,3129.73,248192160.0
2015-02-04,3174.13,3238.98,3171.14,249098080.0
2015-02-05,3136.53,3251.21,3135.82,306139296.0
2015-02-06,3075.91,3129.54,3052.94,246749664.0
2015-02-09,3095.12,3119.03,3049.11,206108384.0
2015-02-10,3141.59,3142.1,3084.25,193817136.0
2015-02-11,3157.7,3166.42,3139.05,172840096.0
2015-02-12,3173.42,3181.77,3134.24,194592304.0
2015-02-13,3203.83,3237.16,3182.79,261290432.0
2015-02-16,3222.36,3228.85,3195.88,223797424.0
2015-02-17,3246.91,3255.73,3230.77,228332624.0
2015-02-25,3228.84,3257.22,3215.55,233348096.0
2015-02-26,3298.36,3300.62,3202.19,301263872.0
2015-02-27,3310.3,3324.55,3291.01,299163712.0
2015-03-02,3336.28,3336.76,3298.67,346445664.0
2015-03-03,3263.05,3317.69,3260.43,382044608.0
2015-03-04,3279.53,3286.59,3250.48,293639520.0
2015-03-05,3248.48,3266.64,3221.67,320663584.0
2015-03-06,3241.19,3266.93,3234.53,282915776.0
2015-03-09,3302.41,3307.7,3198.37,321495424.0
2015-03-10,3286.07,3309.92,3277.09,285817568.0
2015-03-11,3290.9,3325.05,3278.47,282985536.0
2015-03-12,3349.32,3360.05,3300.49,357295104.0
2015-03-13,3372.91,3391.25,3352.15,328410144.0
2015-03-16,3449.3,3449.3,3377.09,399132416.0
2015-03-17,3502.85,3504.12,3459.69,520939520.0
2015-03-18,3577.3,3577.66,3503.85,545217152.0
2015-03-19,3582.27,3600.68,3546.84,537346624.0
2015-03-20,3617.32,3632.34,3569.38,516661664.0
2015-03-23,3687.73,3688.25,3635.48,536062848.0
2015-03-24,3691.41,3715.87,3600.7,639554688.0
2015-03-25,3660.73,3693.15,3634.56,521886336.0
2015-03-26,3682.1,3707.32,3615.01,488647200.0
2015-03-27,3691.1,3710.48,3656.83,408945152.0
2015-03-30,3786.57,3795.93,3710.61,564702336.0
2015-03-31,3747.9,3835.57,3737.04,561676032.0
2015-04-01,3810.29,3817.08,3742.21,447458304.0
2015-04-02,3825.78,3835.45,3775.89,479299680.0
2015-04-03,3863.93,3864.4,3792.21,473033312.0
2015-04-07,3961.38,3961.67,3891.73,570447552.0
2015-04-08,3994.81,4000.22,3903.65,618085440.0
2015-04-09,3957.53,4016.4,3900.03,585176832.0
2015-04-10,4034.31,4040.35,3929.32,484283616.0
2015-04-13,4121.71,4128.07,4057.29,589814208.0
2015-04-14,4135.57,4168.35,4091.26,610683520.0
2015-04-15,4084.16,4175.49,4069.01,613005824.0
2015-04-16,4194.82,4195.31,4031.24,551242944.0
2015-04-17,4287.3,4317.22,4238.91,701706176.0
2015-04-20,4217.08,4356.0,4190.68,857132800.0
2015-04-21,4293.62,4294.37,4188.57,634470656.0
2015-04-22,4398.49,4400.19,4297.95,680305088.0
2015-04-23,4414.51,4444.41,4358.84,667344640.0
2015-04-24,4393.69,4416.38,4318.12,628555008.0
2015-04-27,4527.4,4529.74,4441.93,671088512.0
2015-04-28,4476.21,4572.39,4432.9,767676416.0
2015-04-29,4476.62,4499.94,4398.64,519834208.0
2015-04-30,4441.66,4507.34,4441.05,526727968.0
2015-05-04,4480.46,4487.57,4387.43,494173408.0
2015-05-05,4298.71,4488.87,4282.24,572858624.0
2015-05-06,4229.27,4376.35,4187.37,481732992.0
2015-05-07,4112.21,4213.76,4108.01,394566656.0
2015-05-08,4205.92,4206.86,4099.04,397428096.0
2015-05-11,4333.58,4334.88,4187.82,488750528.0
2015-05-12,4401.22,4402.31,4317.98,521866400.0
2015-05-13,4375.76,4415.63,4342.48,510490464.0
2015-05-14,4378.31,4397.75,4329.04,449077920.0
2015-05-15,4308.69,4366.82,4278.55,439706208.0
2015-05-18,4283.49,4324.83,4260.51,380057440.0
2015-05-19,4417.55,4418.4,4285.78,436735232.0
2015-05-20,4446.29,4520.54,4432.28,514106208.0
2015-05-21,4529.42,4530.48,4438.26,464996512.0
2015-05-22,4657.6,4658.27,4562.99,655591296.0
2015-05-25,4813.8,4814.67,4656.82,682461376.0
2015-05-26,4910.9,4911.68,4779.08,704892800.0
2015-05-27,4941.71,4958.16,4857.06,681165376.0
2015-05-28,4620.27,4986.5,4614.24,782964608.0
2015-05-29,4611.74,4698.19,4431.56,611262400.0
2015-06-01,4828.74,4829.5,4615.23,593389056.0
2015-06-02,4910.53,4911.57,4797.55,623748096.0
2015-06-03,4909.98,4942.06,4822.44,611453824.0
2015-06-04,4947.1,4947.96,4647.41,674952384.0
2015-06-05,5023.1,5051.63,4898.07,772240832.0
2015-06-08,5131.88,5146.95,4997.48,855035072.0
2015-06-09,5113.53,5147.45,5042.96,729893824.0
2015-06-10,5106.04,5164.16,5001.49,596969024.0
2015-06-11,5121.59,5122.46,5050.76,563990528.0
2015-06-12,5166.35,5178.19,5103.4,625627840.0
2015-06-15,5062.99,5176.79,5048.74,637803968.0
2015-06-16,4887.43,5029.68,4842.1,550801408.0
2015-06-17,4967.9,4983.66,4767.22,537101184.0
2015-06-18,4785.36,4966.77,4780.87,507440896.0
2015-06-19,4478.36,4744.08,4476.5,452689632.0
2015-06-23,4576.49,4577.94,4264.77,473526144.0
2015-06-24,4690.15,4691.77,4552.13,543003712.0
2015-06-25,4527.78,4720.7,4483.55,572797504.0
2015-06-26,4192.87,4456.9,4139.53,565217856.0
2015-06-29,4053.03,4297.47,3875.05,673786368.0
2015-06-30,4277.22,4279.97,3847.88,709176640.0
2015-07-01,4053.7,4317.05,4043.37,598769408.0
2015-07-02,3912.77,4080.39,3795.25,586015616.0
2015-07-03,3686.92,3927.13,3629.56,548163136.0
2015-07-06,3775.91,3975.21,3653.04,831139264.0
2015-07-07,3727.12,3750.57,3585.4,698818688.0
2015-07-08,3507.19,3599.25,3421.53,680356928.0
2015-07-09,3709.33,3748.48,3373.54,656914624.0
2015-07-10,3877.8,3959.22,3677.43,586364224.0
2015-07-13,3970.39,4030.19,3858.64,643489024.0
2015-07-14,3924.49,4035.43,3855.56,670558784.0
2015-07-15,3805.7,3914.27,3741.25,601301312.0
2015-07-16,3823.18,3877.51,3688.44,492256192.0
2015-07-17,3957.35,3994.48,3814.15,481726272.0
2015-07-20,3992.11,4021.33,3927.12,539106688.0
2015-07-21,4017.67,4041.82,3912.8,504288032.0
2015-07-22,4026.04,4042.34,3960.86,520732224.0
2015-07-23,4123.92,4132.61,4019.04,563585984.0
2015-07-24,4070.91,4184.45,4044.83,627424832.0
2015-07-27,3725.56,4051.16,3720.44,556003264.0
2015-07-28,3663.0,3762.53,3537.36,563330048.0
2015-07-29,3789.17,3792.07,3612.06,434352096.0
2015-07-30,3705.77,3844.37,3685.96,457943232.0
2015-07-31,3663.73,3729.51,3620.17,350955744.0
2015-08-03,3622.91,3648.94,3549.5,363968736.0
2015-08-04,3756.54,3757.03,3601.29,362901664.0
2015-08-05,3694.57,3782.35,3676.39,366422976.0
2015-08-06,3661.54,3710.57,3614.74,274074656.0
2015-08-07,3744.2,3756.74,3686.3,340757184.0
2015-08-10,3928.42,3943.62,3775.85,497304320.0
2015-08-11,3927.91,3970.34,3891.18,538923456.0
2015-08-12,3886.32,3937.77,3871.14,442688288.0
2015-08-13,3954.56,3955.79,3838.16,430073312.0
2015-08-14,3965.33,4000.68,3939.83,467988224.0
2015-08-17,3993.67,3994.54,3907.4,460432064.0
2015-08-18,3748.16,4006.34,3743.39,543770816.0
2015-08-19,3794.11,3811.43,3558.38,475396224.0
2015-08-20,3664.29,3788.01,3663.61,390063072.0
2015-08-21,3507.74,3652.84,3490.54,369920480.0
2015-08-24,3209.91,3388.36,3191.88,334671808.0
2015-08-25,2964.97,3123.03,2947.94,352325120.0
2015-08-26,2927.29,3092.04,2850.71,466699648.0
2015-08-27,3083.59,3085.42,2906.49,400308384.0
2015-08-28,3232.35,3235.84,3102.95,443136928.0
2015-08-31,3205.99,3207.86,3109.16,397431392.0
2015-09-01,3166.62,3180.33,3053.74,432432480.0
2015-09-02,3160.17,3194.48,3019.09,438170144.0
2015-09-07,3080.42,3217.58,3066.3,296468128.0
2015-09-08,3170.45,3174.71,3011.12,255415472.0
2015-09-09,3243.09,3256.74,3165.7,375327968.0
2015-09-10,3197.89,3243.28,3178.9,273261760.0
2015-09-11,3200.23,3223.76,3163.45,224557824.0
2015-09-14,3114.8,3229.48,3049.23,346631168.0
2015-09-15,3005.17,3081.7,2983.92,249194448.0
2015-09-16,3152.26,3182.93,2983.54,277524512.0
2015-09-17,3086.06,3204.7,3085.31,317602880.0
2015-09-18,3097.92,3122.05,3070.34,209175392.0
2015-09-21,3156.54,3159.88,3060.86,239897360.0
2015-09-22,3185.62,3213.48,3152.48,274786144.0
2015-09-23,3115.89,3164.04,3104.74,236322672.0
2015-09-24,3142.69,3151.16,3109.69,212887728.0
2015-09-25,3092.35,3149.95,3063.0,236263872.0
2015-09-28,3100.76,3103.07,3042.31,156727536.0
2015-09-29,3038.14,3068.3,3021.16,163222672.0
2015-09-30,3052.78,3073.3,3039.74,146642448.0
2015-10-08,3143.36,3172.28,3133.13,234276048.0
2015-10-09,3183.15,3192.72,3137.79,234851440.0
2015-10-12,3287.66,3318.71,3188.41,386294720.0
2015-10-13,3293.23,3298.63,3253.25,297153120.0
2015-10-14,3262.44,3307.32,3256.25,295077728.0
2015-10-15,3338.07,3338.3,3254.39,316283840.0
2015-10-16,3391.35,3393.02,3334.85,395460576.0
2015-10-19,3386.7,3423.4,3355.57,378112192.0
2015-10-20,3425.33,3425.52,3357.86,318973760.0
2015-10-21,3320.68,3447.26,3265.44,458455424.0
2015-10-22,3368.74,3373.78,3282.99,323739328.0
2015-10-23,3412.43,3422.02,3360.22,347372864.0
2015-10-26,3429.58,3457.52,3402.0,365560864.0
2015-10-27,3434.34,3441.57,3332.62,328172768.0
2015-10-28,3375.2,3439.76,3367.23,293523296.0
2015-10-29,3387.32,3411.71,3362.51,235676032.0
2015-10-30,3382.56,3417.2,3346.59,243595120.0
2015-11-02,3325.08,3391.06,3322.31,230951136.0
2015-11-03,3316.7,3346.27,3302.18,192897424.0
2015-11-04,3459.64,3459.65,3325.62,339078720.0
2015-11-05,3522.82,3585.66,3455.53,553254976.0
2015-11-06,3590.03,3596.38,3508.83,429167040.0
2015-11-09,3646.88,3673.76,3588.5,503016672.0
2015-11-10,3640.49,3669.53,3607.89,429746560.0
2015-11-11,3650.25,3654.88,3605.62,360972640.0
2015-11-12,3632.9,3659.31,3603.23,361717600.0
2015-11-13,3580.84,3632.56,3564.81,345870944.0
2015-11-16,3606.96,3607.61,3519.42,276187072.0
2015-11-17,3604.8,3678.27,3598.07,383575456.0
2015-11-18,3568.47,3617.07,3558.7,297580736.0
2015-11-19,3617.06,3618.21,3561.04,247915584.0
2015-11-20,3630.5,3640.53,3607.92,310801984.0
2015-11-23,3610.31,3654.75,3598.87,315997472.0
2015-11-24,3616.11,3616.48,3563.1,248810528.0
2015-11-25,3647.93,3648.37,3607.52,273024864.0
2015-11-26,3635.55,3668.38,3629.86,306761568.0
2015-11-27,3436.3,3621.9,3412.43,354287520.0
2015-11-30,3445.4,3470.37,3327.81,304197888.0
2015-12-01,3456.31,3483.41,3417.54,252390752.0
2015-12-02,3536.91,3538.85,3427.66,301491488.0
2015-12-03,3584.82,3591.73,3517.23,281111264.0
2015-12-04,3524.99,3568.97,3510.41,251736416.0
2015-12-07,3536.93,3543.95,3506.62,208302576.0
2015-12-08,3470.07,3518.65,3466.79,224367312.0
2015-12-09,3472.44,3495.7,3454.88,195698848.0
2015-12-10,3455.5,3503.65,3446.27,200427520.0
2015-12-11,3434.58,3455.55,3410.92,182908880.0
2015-12-14,3520.67,3521.78,3399.28,215374624.0
2015-12-15,3510.35,3529.96,3496.85,200471344.0
2015-12-16,3516.19,3538.69,3506.29,193482304.0
2015-12-17,3580.0,3583.41,3533.63,283856480.0
2015-12-18,3578.96,3614.7,3568.16,273707904.0
2015-12-21,3642.47,3651.06,3565.75,299849280.0
2015-12-22,3651.77,3652.63,3616.87,261178768.0
2015-12-23,3636.09,3684.57,3633.03,298201792.0
2015-12-24,3612.49,3640.22,3572.28,227785232.0
2015-12-25,3627.91,3635.26,3601.74,198451104.0
2015-12-28,3533.78,3641.59,3533.78,269983264.0
2015-12-29,3563.74,3564.17,3515.52,182551920.0
2015-12-30,3572.88,3573.68,3538.11,187889616.0
2015-12-31,3539.18,3580.6,3538.35,176963664.0
2016-01-04,3296.26,3538.69,3295.74,184418416.0
2016-01-05,3287.71,3328.14,3189.6,266882080.0
2016-01-06,3361.84,3362.97,3288.93,238886672.0
2016-01-07,3125.0,3309.66,3115.89,70569120.0
2016-01-08,3186.41,3235.45,3056.88,286440832.0
2016-01-11,3016.7,3166.22,3016.7,271643680.0
2016-01-12,3022.86,3047.66,2978.46,207659616.0
2016-01-13,2949.6,3059.01,2949.29,194282112.0
2016-01-14,3007.65,3012.29,2867.55,212905648.0
2016-01-15,2900.97,3001.71,2883.87,198721696.0
2016-01-18,2913.84,2945.45,2844.7,164699696.0
2016-01-19,3007.74,3012.07,2906.4,205279696.0
2016-01-20,2976.69,3016.28,2951.92,216505472.0
2016-01-21,2880.48,2998.79,2880.08,191675664.0
2016-01-22,2916.56,2931.36,2851.73,159810736.0
2016-01-25,2938.51,2955.78,2911.83,153039056.0
2016-01-26,2749.79,2911.99,2743.84,210836048.0
2016-01-27,2735.56,2768.77,2638.3,215722048.0
2016-01-28,2655.66,2740.54,2647.49,171120288.0
2016-01-29,2737.6,2755.37,2649.79,186673104.0
2016-02-01,2688.85,2735.26,2655.62,156383744.0
2016-02-02,2749.57,2755.16,2687.98,158078208.0
2016-02-03,2739.25,2746.07,2696.88,148397216.0
2016-02-04,2781.02,2793.3,2751.31,170382016.0
2016-02-05,2763.49,2790.06,2762.16,141186288.0
