,Close,High,Low,Open,Volume
2025-01-02,3.44,3.61,3.42,3.58,319356480.0
2025-01-03,3.42,3.48,3.38,3.46,203436640.0
2025-01-06,3.43,3.43,3.33,3.42,184451152.0
2025-01-07,3.44,3.45,3.39,3.43,133056824.0
2025-01-08,3.45,3.49,3.42,3.44,182623200.0
2025-01-09,3.39,3.45,3.36,3.45,165301088.0
2025-01-10,3.39,3.42,3.32,3.39,182781776.0
2025-01-13,3.32,3.37,3.3,3.37,182133552.0
2025-01-14,3.38,3.39,3.31,3.33,163693392.0
2025-01-15,3.4,3.47,3.38,3.39,150281888.0
2025-01-16,3.44,3.47,3.41,3.43,134736576.0
2025-01-17,3.42,3.46,3.39,3.44,108879696.0
2025-01-20,3.47,3.49,3.39,3.43,184295888.0
2025-01-21,3.49,3.52,3.45,3.48,144764800.0
2025-01-22,3.46,3.5,3.43,3.48,178225744.0
2025-01-23,3.68,3.69,3.48,3.48,363403424.0
2025-01-24,3.68,3.71,3.56,3.7,246552656.0
2025-01-27,3.68,3.72,3.65,3.65,132591296.0
2025-02-05,3.59,3.69,3.56,3.67,169207584.0
2025-02-06,3.58,3.64,3.56,3.59,132654744.0
2025-02-07,3.56,3.6,3.55,3.59,143701440.0
2025-02-10,3.56,3.6,3.54,3.56,124356080.0
2025-02-11,3.56,3.59,3.55,3.56,114279744.0
2025-02-12,3.57,3.58,3.54,3.57,106927888.0
2025-02-13,3.58,3.6,3.56,3.56,119883016.0
2025-02-14,3.59,3.6,3.55,3.58,108469216.0
2025-02-17,3.59,3.6,3.56,3.59,131226176.0
2025-02-18,3.65,3.68,3.58,3.58,186885104.0
2025-02-19,3.64,3.68,3.62,3.65,115642672.0
2025-02-20,3.66,3.68,3.63,3.64,112933584.0
2025-02-21,3.6,3.67,3.6,3.66,141694624.0
2025-02-24,3.58,3.61,3.56,3.59,114839248.0
2025-02-25,3.55,3.6,3.53,3.57,117128248.0
2025-02-26,3.56,3.59,3.54,3.55,104918192.0
2025-02-27,3.6,3.61,3.54,3.56,133807512.0
2025-02-28,3.57,3.61,3.57,3.59,114321200.0
2025-03-03,3.56,3.58,3.52,3.57,148152368.0
2025-03-04,3.57,3.58,3.54,3.56,105108216.0
2025-03-05,3.66,3.66,3.56,3.56,173409712.0
2025-03-06,3.61,3.67,3.6,3.66,126893480.0
2025-03-07,3.61,3.64,3.59,3.62,98022592.0
2025-03-10,3.55,3.61,3.54,3.6,151509472.0
2025-03-11,3.56,3.56,3.53,3.54,103188400.0
2025-03-12,3.59,3.6,3.53,3.56,113094400.0
2025-03-13,3.61,3.62,3.58,3.59,108972088.0
2025-03-14,3.67,3.71,3.61,3.62,206197200.0
2025-03-17,3.68,3.71,3.67,3.69,119728312.0
2025-03-18,3.67,3.7,3.65,3.7,91608400.0
2025-03-19,3.71,3.72,3.65,3.67,104877672.0
2025-03-20,3.71,3.74,3.69,3.71,82827736.0
2025-03-21,3.65,3.72,3.63,3.7,116712000.0
2025-03-24,3.65,3.67,3.64,3.65,105539192.0
2025-03-25,3.67,3.68,3.65,3.66,94522288.0
2025-03-26,3.62,3.68,3.61,3.67,116432048.0
2025-03-27,3.65,3.67,3.62,3.62,105962216.0
2025-03-28,3.63,3.66,3.61,3.65,94331008.0
2025-03-31,3.59,3.63,3.53,3.62,184880224.0
2025-04-01,3.55,3.6,3.51,3.58,216926304.0
2025-04-02,3.62,3.64,3.54,3.54,219359248.0
2025-04-03,3.63,3.65,3.59,3.59,112041576.0
2025-04-07,3.4,3.57,3.32,3.56,344035552.0
2025-04-08,3.47,3.47,3.38,3.38,265379616.0
2025-04-09,3.46,3.47,3.38,3.46,196489600.0
2025-04-10,3.45,3.49,3.43,3.48,155333344.0
2025-04-11,3.46,3.47,3.44,3.46,112520472.0
2025-04-14,3.51,3.53,3.46,3.47,138313248.0
2025-04-15,3.53,3.55,3.5,3.51,161945360.0
2025-04-16,3.6,3.62,3.52,3.54,235531536.0
2025-04-17,3.63,3.63,3.54,3.61,148806976.0
2025-04-18,3.62,3.64,3.59,3.61,105446096.0
2025-04-21,3.57,3.65,3.56,3.61,123941296.0
2025-04-22,3.63,3.64,3.56,3.57,133076800.0
2025-04-23,3.59,3.64,3.59,3.63,102892096.0
2025-04-24,3.66,3.67,3.59,3.59,142348272.0
